,0
% Student Enrollment - White,0.0
% Student Enrollment - Black or African American,97.06945812807882
% Student Enrollment - Hispanic or Latino,0.0
% Student Enrollment - Asian,0.0
% Student Enrollment - Low Income,94.23743842364532
Student Attendance Rate,87.85500821018061
High School Dropout Rate - Total,24.132183908045977
High School 4-Year Graduation Rate - Total,18.45648604269294
% Graduates enrolled in a Postsecondary Institution within 12 months,7.705582922824302
Cluster Position,0.0
